RNA	protein	label
ENSMUST00000194114	E9PV66	0
ENSMUST00000191894	B2RWS6	1
ENSMUST00000223213	E9Q557	0
ENSMUST00000187378	B2RWS6	1
ENSMUST00000239444	O08523	0
ENSMUST00000203350	Q09XV5	1
ENSMUST00000144294	B2RWS6	1
ENSMUST00000163627	Q09XV5	1
ENSMUST00000192432	E9Q411	0
ENSMUST00000167578	B2RWS6	1
ENSMUST00000123574	P45481	1
ENSMUST00000209934	B2RWS6	1
ENSMUST00000189942	Q70FJ1	0
ENSMUST00000137958	B2RWS6	1
ENSMUST00000197060	B2RWS6	1
ENSMUST00000138295	B2RWS6	1
ENSMUST00000206358	B2RWS6	1
ENSMUST00000166328	Q70FJ1-3	0
ENSMUST00000145338	Q01705	1
ENSMUST00000193261	V9GX91	0
ENSMUST00000186531	B2RWS6	1
ENSMUST00000131013	B2RWS6	1
ENSMUST00000197944	P19137	0
ENSMUST00000176742	Q8CIZ8	0
ENSMUST00000170933	B2RWS6	1
ENSMUST00000196459	H7BWZ9	0
ENSMUST00000183021	Q01705	1
ENSMUST00000178038	A0A087WPR7	0
ENSMUST00000161126	B2RWS6	1
ENSMUST00000191737	Q01705	1
ENSMUST00000189869	A0A1D5RLU3	0
ENSMUST00000181886	Q6RT24	0
ENSMUST00000204539	B2RWS6	1
ENSMUST00000185351	B2RWS6	1
ENSMUST00000196434	B2RWS6	1
ENSMUST00000066604	B2RWS6	1
ENSMUST00000193264	P42859	0
ENSMUST00000140021	B2RWS6	1
ENSMUST00000143956	A2AUY4	0
ENSMUST00000186471	B2RWS6	1
ENSMUST00000207606	A0A140T8W1	0
ENSMUST00000186654	Q9JL19	0
ENSMUST00000161985	B2RWS6	1
ENSMUST00000210054	A0A0G2JDZ9	0
ENSMUST00000204221	Q09XV5	1
ENSMUST00000132264	Q62504-3	0
ENSMUST00000182756	Q6ZQ93-2	0
ENSMUST00000182878	Q9JL19	0
ENSMUST00000098916	C8YR32	0
ENSMUST00000071008	E9Q9V3	0
ENSMUST00000181851	Q01705	1
ENSMUST00000163627	Q9ESD7	0
ENSMUST00000138077	Q01705	1
ENSMUST00000199761	F7A4A7-2	0
ENSMUST00000160545	P11881	0
ENSMUST00000195118	B2RWS6	1
ENSMUST00000203924	Q09XV5	1
ENSMUST00000207036	B2RWS6	1
ENSMUST00000165680	C8YR32	0
ENSMUST00000200367	B2RWS6	1
ENSMUST00000192772	Q6ZQ93-3	0
ENSMUST00000047876	Q01705	1
ENSMUST00000191701	Q811P8	0
ENSMUST00000197378	Q01705	1
ENSMUST00000180791	Q01705	1
ENSMUST00000190598	A0A1D5RLU3	0
ENSMUST00000142871	Q62504-3	0
ENSMUST00000216055	Q8C6S9	0
ENSMUST00000212669	Q09XV5	1
ENSMUST00000234934	A0A0G2JDZ9	0
ENSMUST00000181414	S4R2F3	0
ENSMUST00000191913	B2RWS6	1
ENSMUST00000204330	Q09XV5	1
ENSMUST00000198687	A3KFM7-2	0
ENSMUST00000181054	A0A1L1SUH6	0
ENSMUST00000199877	A2AJX4	0
ENSMUST00000180809	A2AJK6	1
ENSMUST00000024796	Q9WU42-2	0
ENSMUST00000192127	Q3UH66-7	0
ENSMUST00000218963	Q8BL99-5	0
ENSMUST00000238131	Q8BL99-5	0
ENSMUST00000048606	A2AJK6	1
ENSMUST00000192858	Q9WTS5	0
ENSMUST00000180921	B2RWS6	1
ENSMUST00000192925	E9Q526	0
ENSMUST00000199187	Q01705	1
ENSMUST00000188198	A0A087WPR7	0
ENSMUST00000148699	P45481	1
ENSMUST00000180623	Q80T79-1	0
ENSMUST00000194882	E9Q202	0
ENSMUST00000129791	Q9ESD7-2	0
ENSMUST00000195308	B2RWS6	1
ENSMUST00000202859	Q01705	1
ENSMUST00000180741	E9QL53	0
ENSMUST00000191895	B2RWS6	1
ENSMUST00000196434	Q09XV5	1
ENSMUST00000214060	J3QNP0	0
ENSMUST00000209836	Q09XV5	1
ENSMUST00000151188	Q01705	1
ENSMUST00000020222	Q09XV5	1
ENSMUST00000194090	B2RWS6	1
ENSMUST00000215097	Q6ZQ93-2	0
ENSMUST00000193264	G3X973	0
ENSMUST00000207572	A2AJX4	0
ENSMUST00000181774	H9KV15	0
ENSMUST00000208671	B2RWS6	1
ENSMUST00000195205	E9QAT4	0
ENSMUST00000209224	E9Q5W5	0
ENSMUST00000198856	B2RWS6	1
ENSMUST00000232586	A0A1D5RLU3	0
ENSMUST00000233275	Q9JL19	0
ENSMUST00000154919	Q01705	1
ENSMUST00000202376	Q811P8	0
ENSMUST00000181927	H9KV00	0
ENSMUST00000194154	Q6PNC0	0
ENSMUST00000203950	Q6ZQ93-2	0
ENSMUST00000097750	Q01705	1
ENSMUST00000188272	P45481	0
ENSMUST00000202923	A0A0A0MQG2	0
ENSMUST00000124643	Q01705	1
ENSMUST00000148504	Q70FJ1-3	0
ENSMUST00000181275	Q9QX47-3	0
ENSMUST00000180930	B2RWS6	1
ENSMUST00000199706	B2RWS6	1
ENSMUST00000215131	Q8CE72	0
ENSMUST00000180981	B2RWS6	1
ENSMUST00000150973	Q01705	1
ENSMUST00000205941	A2AJK6	1
ENSMUST00000207232	Q6GYP7-2	0
ENSMUST00000197090	P45481	1
ENSMUST00000150024	Q91ZI0	0
ENSMUST00000191930	Q9ESD7-2	0
ENSMUST00000211163	B2RWS6	1
ENSMUST00000204155	Q8BZN6-2	0
ENSMUST00000181885	Q09XV5	1
ENSMUST00000232286	A0A0G2JDZ9	0
ENSMUST00000192391	Q01705	1
ENSMUST00000187076	Q09XV5	1
ENSMUST00000180815	Q09XV5	1
ENSMUST00000223763	P41233	0
ENSMUST00000160110	Q09XV5	1
ENSMUST00000188962	P45481	1
ENSMUST00000203102	Q8BL99-5	0
ENSMUST00000147449	Q9WU42-2	0
ENSMUST00000183235	Q01705	1
ENSMUST00000181714	Q01705	1
ENSMUST00000216531	Q8BQM9-2	0
ENSMUST00000202455	A3KFM7-2	0
ENSMUST00000126212	P45481	1
ENSMUST00000123882	P45481	1
ENSMUST00000204015	Q62504-3	0
ENSMUST00000209119	G3UX48	0
ENSMUST00000145279	Q9JKK8	0
ENSMUST00000194944	Q9QYC1	0
ENSMUST00000048606	B2RWS6	1
ENSMUST00000127533	Q8BL99-5	0
ENSMUST00000199289	B2RWS6	1
ENSMUST00000181852	P45481	1
ENSMUST00000187897	B2RWS6	1
ENSMUST00000228770	Q8C8R3-2	0
ENSMUST00000219628	A2AIR7	0
ENSMUST00000149865	Q01705	1
ENSMUST00000204297	Q09XV5	1
ENSMUST00000216896	Q70FJ1	0
ENSMUST00000146909	V9GX91	0
ENSMUST00000207697	B2RWS6	1
ENSMUST00000150038	Q01705	1
ENSMUST00000195925	Q8BL99-5	0
ENSMUST00000192441	P11881	0
ENSMUST00000228857	Q8K284	0
ENSMUST00000232356	Q80T79	0
ENSMUST00000208825	B2RWS6	1
ENSMUST00000194223	B2RWS6	1
ENSMUST00000167642	B2RWS6	1
ENSMUST00000219499	Q8BZN6-2	0
ENSMUST00000196510	Q6KCD5-2	0
ENSMUST00000199690	B2RWS6	1
ENSMUST00000181667	Q01705	1
ENSMUST00000210776	B2RWS6	1
ENSMUST00000141846	B2RWS6	1
ENSMUST00000228770	E9Q8T1	0
ENSMUST00000101522	E9PWB6	0
ENSMUST00000198917	Q8BL99-5	0
ENSMUST00000140928	A0A140T8W1	0
ENSMUST00000155688	B2RWS6	1
ENSMUST00000142458	B2RWS6	1
ENSMUST00000185991	B2RWS6	1
ENSMUST00000211931	E9Q447	0
ENSMUST00000212495	E9QPR7	0
ENSMUST00000236704	V9GX23	0
ENSMUST00000151136	Q62504-3	0
ENSMUST00000198917	F6XPZ0	0
ENSMUST00000129791	B2RWS6	1
ENSMUST00000209119	A2AUY4	0
ENSMUST00000228650	P60330	0
ENSMUST00000167642	P45481	1
ENSMUST00000187666	Q3UHR0	0
ENSMUST00000199764	P45481	1
ENSMUST00000196040	B2RWS6	1
ENSMUST00000217069	Q6ZQ93-3	0
ENSMUST00000201635	Q6KCD5-2	0
ENSMUST00000182878	P11881-2	0
ENSMUST00000229365	G3X973	0
ENSMUST00000233218	A0A0A0MQG2	0
ENSMUST00000132487	Q09XV5	1
ENSMUST00000203845	A0A1L1SUH6	0
ENSMUST00000193724	F6RXI4	0
ENSMUST00000186471	Q9ESE1-2	0
ENSMUST00000192391	E9Q447	0
ENSMUST00000181885	Q01705	1
ENSMUST00000161923	B2RWS6	1
ENSMUST00000177130	P45481	1
ENSMUST00000199187	B2RWS6	1
ENSMUST00000195431	P11881	0
ENSMUST00000126086	Q62504-3	0
ENSMUST00000177190	Q6V4S5	0
ENSMUST00000151136	Q01705	1
ENSMUST00000142833	Q01705	1
ENSMUST00000203503	E9QAQ8	0
ENSMUST00000225044	Q6ZQ93-3	0
ENSMUST00000189021	Q6V4S5	0
ENSMUST00000216299	E9PUM4	0
ENSMUST00000199465	Q8K284	0
ENSMUST00000167642	Q09XV5	1
ENSMUST00000198717	B2RWS6	1
ENSMUST00000208490	A0A1D5RLV7	0
ENSMUST00000190917	B2RWS6	1
ENSMUST00000233479	Q9WU42-2	0
ENSMUST00000197051	Q5DU37	0
ENSMUST00000196996	H9KV15	0
ENSMUST00000180904	P45481	1
ENSMUST00000192660	Q3UH66-7	0
ENSMUST00000209026	E9QKK1	0
ENSMUST00000198417	Q01705	1
ENSMUST00000231264	E9PWX8	0
ENSMUST00000221260	A2AUY4	0
ENSMUST00000138819	Q01705	1
ENSMUST00000131675	Q09XV5	1
ENSMUST00000181160	Q09XV5	1
ENSMUST00000181802	Q6ZQ93-3	0
ENSMUST00000187181	B2RWS6	1
ENSMUST00000181802	P45481	0
ENSMUST00000189979	Q03172	0
ENSMUST00000219957	E9Q9V3	0
ENSMUST00000195880	E9Q8T1	0
ENSMUST00000195137	Q01705	1
ENSMUST00000204808	B2RWS6	1
ENSMUST00000209271	E9QKK1	0
ENSMUST00000181275	B2RWS6	1
ENSMUST00000150973	Q4VA61	0
ENSMUST00000205855	Q8C8R3-2	0
ENSMUST00000235511	J3QNP0	0
ENSMUST00000192692	B2RWS6	1
ENSMUST00000181602	B2RWS6	1
ENSMUST00000181277	Q09XV5	1
ENSMUST00000223648	Q8BV79	0
ENSMUST00000097982	Q3UHQ6	0
ENSMUST00000186374	Q70FJ1-3	0
ENSMUST00000208849	B2RWS6	1
ENSMUST00000223084	Q80U35	0
ENSMUST00000193494	Q5DU37	0
ENSMUST00000218320	Q8BL99-5	0
ENSMUST00000187675	A0A1L1SUH6	0
ENSMUST00000177363	P45481	1
ENSMUST00000057889	Q09XV5	1
ENSMUST00000200820	P41233	0
ENSMUST00000181485	B2RWS6	1
ENSMUST00000143649	Q01705	1
ENSMUST00000210342	Q91ZI0	0
ENSMUST00000176020	Q09XV5	1
ENSMUST00000203287	Q01705	1
ENSMUST00000229390	A0A286YDF5	0
ENSMUST00000202536	B2RWS6	1
ENSMUST00000187677	Q09XV5	1
ENSMUST00000235158	Q99NH0	0
ENSMUST00000155610	Q01705	1
ENSMUST00000236965	E9Q5W5	0
ENSMUST00000224847	E9Q202	0
ENSMUST00000155610	B2RWS6	1
ENSMUST00000159313	Q80T79-1	0
ENSMUST00000197054	B2RWS6	1
ENSMUST00000193790	G3X973	0
ENSMUST00000135583	Q01705	1
ENSMUST00000122923	Q09XV5	1
ENSMUST00000209499	B1AWL2	0
ENSMUST00000205529	B2RWS6	1
ENSMUST00000194526	Q9JKK8	0
ENSMUST00000124643	Q09XV5	1
ENSMUST00000101450	H9KV00	0
ENSMUST00000182453	P45481	1
ENSMUST00000192647	Q9JKK8	0
ENSMUST00000131801	A0A1D5RLU3	0
ENSMUST00000202005	A2AJK6	1
ENSMUST00000069741	Q09XV5	1
ENSMUST00000212334	A0A087WPR7	0
ENSMUST00000138819	Q61982	0
ENSMUST00000208965	Q09XV5	1
ENSMUST00000193594	P60330	0
ENSMUST00000178987	Q6GYP7-2	0
ENSMUST00000193173	Q811P8	0
ENSMUST00000207572	B2RWS6	1
ENSMUST00000211163	Q09XV5	1
ENSMUST00000217315	Q5SS00	0
ENSMUST00000137359	P45481	1
ENSMUST00000181913	Q01705	1
ENSMUST00000181851	B2RWS6	1
ENSMUST00000211449	F8VPM9	0
ENSMUST00000140928	Q5SS00	0
ENSMUST00000131801	B2RWS6	1
ENSMUST00000162545	Q01705	1
ENSMUST00000223594	Q9QX47-3	0
ENSMUST00000199119	B7FAV1	0
ENSMUST00000190890	B2RWS6	1
ENSMUST00000177363	Q09XV5	1
ENSMUST00000181299	E9Q1M6	0
ENSMUST00000208648	Q6V4S5	0
ENSMUST00000204405	A2AJX4	0
ENSMUST00000227896	Q811P8	0
ENSMUST00000219940	A3KGI3	0
ENSMUST00000217582	A0A087WQT9	0
ENSMUST00000193135	Q09XV5	1
ENSMUST00000126668	Q01705	1
ENSMUST00000198098	A0A571BDS5	0
ENSMUST00000197868	A0A286YDF5	0
ENSMUST00000156095	A2AJK6	1
ENSMUST00000180953	Q01705	1
ENSMUST00000151816	B2RWS6	1
ENSMUST00000190224	B2RWS6	1
ENSMUST00000228663	Q6ZQ93-3	0
ENSMUST00000201770	E9QL53	0
ENSMUST00000228857	E9PWB6	0
ENSMUST00000147449	B2RWS6	1
ENSMUST00000191913	P45481	1
ENSMUST00000193540	B2RWS6	1
ENSMUST00000156084	Q09XV5	1
ENSMUST00000160562	Q09XV5	1
ENSMUST00000178129	Q01705	1
ENSMUST00000176703	B2RWS6	1
ENSMUST00000147690	E9QL53	0
ENSMUST00000066157	Q5SUG2	0
ENSMUST00000141035	B2RWS6	1
ENSMUST00000194331	A2AJK6	1
ENSMUST00000123368	E9QAQ8	0
ENSMUST00000218928	Q6ZQ93-3	0
ENSMUST00000161449	B2RWS6	1
ENSMUST00000189979	Q0KL02-3	0
ENSMUST00000180917	Q9JL19	0
ENSMUST00000197378	B2RWS6	1
ENSMUST00000180518	F7A4A7-2	0
ENSMUST00000189867	Q09XV5	1
ENSMUST00000064097	P45481	1
ENSMUST00000196451	Q70FJ1	0
ENSMUST00000194243	E9Q8T1	0
ENSMUST00000140669	Q09XV5	1
ENSMUST00000199580	Q91ZI0	0
ENSMUST00000138406	B2RWS6	1
ENSMUST00000221143	Q5SS00	0
ENSMUST00000211539	E9Q557	0
ENSMUST00000139065	Q09XV5	1
ENSMUST00000203350	B2RWS6	1
ENSMUST00000181774	Q09XV5	1
ENSMUST00000123668	Q01705	1
ENSMUST00000181170	Q09XV5	1
ENSMUST00000181805	A2AJK6	1
ENSMUST00000143898	Q09XV5	1
ENSMUST00000192692	Q3TLH4	0
ENSMUST00000151816	Q62504-3	0
ENSMUST00000194661	A0A0N4SVX9	0
ENSMUST00000181160	E9QKK1	0
ENSMUST00000146222	B2RWS6	1
ENSMUST00000194886	B2RWS6	1
ENSMUST00000181805	Q09XV5	1
ENSMUST00000191718	Q09XV5	1
ENSMUST00000127920	Q9QX47-3	0
ENSMUST00000193192	Q01705	1
ENSMUST00000180527	B2RWS6	1
ENSMUST00000194317	B2RWS6	1
ENSMUST00000129876	P45481	1
ENSMUST00000192003	Q01705	1
ENSMUST00000200427	B2RWS6	1
ENSMUST00000181342	B2RWS6	1
ENSMUST00000129164	Q8BL99-5	0
ENSMUST00000065383	Q99MY8	0
ENSMUST00000177130	Q60841	0
ENSMUST00000218808	A2AIR7	0
ENSMUST00000143787	B2RWS6	1
ENSMUST00000211589	B2RWS6	1
ENSMUST00000214968	V9GX91	0
ENSMUST00000143732	B2RWS6	1
ENSMUST00000188354	B2RWS6	1
ENSMUST00000141819	Q09XV5	1
ENSMUST00000197514	A2AJK6	1
ENSMUST00000181842	P45481	1
ENSMUST00000180809	B2RWS6	1
ENSMUST00000192013	B2RWS6	1
ENSMUST00000180970	A2AJK6	1
ENSMUST00000218323	Q3UHL6	0
ENSMUST00000180404	P45481	1
ENSMUST00000183021	B2RWS6	1
ENSMUST00000197066	B2RWS6	1
ENSMUST00000210938	E9Q4F7	0
ENSMUST00000206555	A2AGH6	0
ENSMUST00000227544	E9QAT4	0
ENSMUST00000202922	G3X973	0
ENSMUST00000152669	Q80T79	0
ENSMUST00000223677	A0A087WNL7	0
ENSMUST00000195462	Q03172	0
ENSMUST00000181100	B2RWS6	1
ENSMUST00000181885	B2RWS6	1
ENSMUST00000148405	B2RWS6	1
ENSMUST00000210303	P41233	0
ENSMUST00000202084	Q5SS00	0
ENSMUST00000193413	B2RWS6	1
ENSMUST00000137359	B2RWS6	1
ENSMUST00000135767	B2RWS6	1
ENSMUST00000202719	Q09XV5	1
ENSMUST00000192692	Q09XV5	1
ENSMUST00000200707	Q09XV5	1
ENSMUST00000217802	B2RWS6	1
ENSMUST00000193540	Q09XV5	1
ENSMUST00000199084	E9Q411	0
ENSMUST00000195360	Q03172	0
ENSMUST00000194454	Q3UHQ6	0
ENSMUST00000195416	B7FAV1	0
ENSMUST00000069741	Q01705	1
ENSMUST00000125355	Q09XV5	1
ENSMUST00000129578	P45481	1
ENSMUST00000187100	Q6PNC0	0
ENSMUST00000194090	Q9WU42-2	0
ENSMUST00000180958	Q09XV5	1
ENSMUST00000145914	A2AJK6	1
ENSMUST00000192968	Q01705	1
ENSMUST00000181951	E9QL53	0
ENSMUST00000237599	A0A1Y7VKR5	0
ENSMUST00000181927	Q01705	1
ENSMUST00000238024	H9KV15	0
ENSMUST00000190224	Q09XV5	1
ENSMUST00000195166	A0A0A0MQG2	0
ENSMUST00000199286	B2RWS6	1
ENSMUST00000208277	Q01705	1
ENSMUST00000146576	Q09XV5	1
ENSMUST00000194274	E9Q4F7	0
ENSMUST00000162724	P45481	1
ENSMUST00000181680	B2RWS6	1
ENSMUST00000233879	B7FAV1	0
ENSMUST00000208520	Q3TLH4	0
ENSMUST00000193192	Q09XV5	0
ENSMUST00000149206	B2RWS6	1
ENSMUST00000163781	B2RWS6	1
ENSMUST00000219444	A0A1D5RLV7	0
ENSMUST00000193494	Q6PNC0	0
ENSMUST00000166229	Q8VBX6	0
ENSMUST00000181653	P45481	1
ENSMUST00000180546	Q09XV5	1
ENSMUST00000129723	B2RWS6	1
ENSMUST00000181428	B7FAU9	0
ENSMUST00000148892	Q01705	1
ENSMUST00000195308	G3X973	0
ENSMUST00000206459	A0A286YDF5	0
ENSMUST00000218381	Q6ZQ93-3	0
ENSMUST00000193527	A0A087WQT9	0
ENSMUST00000194683	Q5DU37	0
ENSMUST00000138303	Q03172	0
ENSMUST00000190488	B2RWS6	1
ENSMUST00000131147	Q09XV5	1
ENSMUST00000236340	Q91ZI0	0
ENSMUST00000147542	B2RWS6	1
ENSMUST00000187777	B2RWS6	1
ENSMUST00000207963	Q6ZQ93-3	0
ENSMUST00000148729	Q01705	1
ENSMUST00000217666	Q62504-3	0
ENSMUST00000211449	Q5SUG2	0
ENSMUST00000190367	Q01705	1
ENSMUST00000197735	P45481	1
ENSMUST00000185808	Q01705	1
ENSMUST00000141846	A2AJK6	1
ENSMUST00000194021	E9PWX8	0
ENSMUST00000181269	B2RWS6	1
ENSMUST00000200697	A2AGH6	0
ENSMUST00000191753	G3X8Q1	0
ENSMUST00000210953	Q9JKK8	0
ENSMUST00000225817	P11881-2	0
ENSMUST00000202498	E9Q7G0	0
ENSMUST00000193684	E9Q526	0
ENSMUST00000221477	Q60841	0
ENSMUST00000148729	Q09XV5	1
ENSMUST00000195343	Q09XV5	1
ENSMUST00000151765	A2AJK6	1
ENSMUST00000159953	B2RWS6	1
ENSMUST00000145346	E9Q8T1	0
ENSMUST00000199389	Q09XV5	1
ENSMUST00000139751	Q09XV5	1
ENSMUST00000204192	B2RWS6	1
ENSMUST00000129513	B2RWS6	1
ENSMUST00000193724	B2RWS6	1
ENSMUST00000221385	Q5SUG2	0
ENSMUST00000079279	A0A1D5RLU3	0
ENSMUST00000202881	Q8BL99-5	0
ENSMUST00000192537	D3Z3A8	0
ENSMUST00000154810	P45481	1
ENSMUST00000181912	A3KGI3	0
ENSMUST00000201542	H9KV15	0
ENSMUST00000201707	Q6RT24	0
ENSMUST00000185499	A0A1D5RLV7	0
ENSMUST00000181534	Q09XV5	1
ENSMUST00000189942	A2AJK6	1
ENSMUST00000148729	B2RWS6	1
ENSMUST00000195331	B2RWS6	1
ENSMUST00000195193	Q09XV5	1
ENSMUST00000198244	Q09XV5	1
ENSMUST00000196451	F8VPM9	0
ENSMUST00000195543	G3X8Q1	0
ENSMUST00000212567	E9Q1M6	0
ENSMUST00000194744	B2RWS6	1
ENSMUST00000200757	Q69Z23-2	0
ENSMUST00000186030	P45481	1
ENSMUST00000227799	P11881	0
ENSMUST00000210301	Q62504-3	0
ENSMUST00000168140	Q09XV5	1
ENSMUST00000173978	B2RWS6	1
ENSMUST00000153878	B2RWS6	1
ENSMUST00000142815	Q09XV5	1
ENSMUST00000129723	Q09XV5	1
ENSMUST00000188014	Q99246-3	0
ENSMUST00000137629	Q09XV5	1
ENSMUST00000181534	B2RWS6	1
ENSMUST00000217391	Q6ZQ93-3	0
ENSMUST00000236340	A3KGI3	0
ENSMUST00000231570	G3X8Q1	0
ENSMUST00000192325	A2AUY4	0
ENSMUST00000216597	F8VPM9	0
ENSMUST00000217315	Q8K284	0
ENSMUST00000220827	A2AF47	0
ENSMUST00000199309	B2RWS6	1
ENSMUST00000144922	Q01705	1
ENSMUST00000191753	Q69ZR2	0
ENSMUST00000185808	B2RWS6	1
ENSMUST00000181066	Q09XV5	1
ENSMUST00000207232	Q09XV5	1
ENSMUST00000195297	B2RWS6	1
ENSMUST00000154810	B2RWS6	1
ENSMUST00000192326	E9Q526	0
ENSMUST00000192482	Q69Z23-2	0
ENSMUST00000202923	Q69Z23-2	0
ENSMUST00000194317	Q09XV5	1
ENSMUST00000180842	B2RWS6	1
ENSMUST00000162121	B2RWS6	1
ENSMUST00000122911	B2RWS6	1
ENSMUST00000188354	Q09XV5	1
ENSMUST00000203361	B2RWS6	1
ENSMUST00000198021	B1AWL2	0
ENSMUST00000194198	B2RWS6	1
ENSMUST00000101355	B2RWS6	1
ENSMUST00000201933	A2AJX4	0
ENSMUST00000101355	E9QPR7	0
ENSMUST00000190488	Q09XV5	1
ENSMUST00000200395	A2AJK6	1
ENSMUST00000194886	Q6PNC0	0
ENSMUST00000146654	P45481	1
ENSMUST00000197486	E9PWB6	0
ENSMUST00000180751	B2RWS6	1
ENSMUST00000217790	Q9ESD7-2	0
ENSMUST00000207739	Q01705	1
ENSMUST00000222823	J3QNP0	0
ENSMUST00000227898	A2AJX4	0
ENSMUST00000180933	B2RWS6	1
ENSMUST00000145652	A2AJK6	1
ENSMUST00000195997	B2RWS6	1
ENSMUST00000180815	Q01705	1
ENSMUST00000199205	B2RWS6	1
ENSMUST00000128996	Q09XV5	1
ENSMUST00000207479	E9QAT4	0
ENSMUST00000192050	Q6PNC0	0
ENSMUST00000139363	Q70FJ1-3	0
ENSMUST00000220050	P60330	0
ENSMUST00000175753	Q01705	1
ENSMUST00000200761	Q8CIZ8	0
ENSMUST00000143266	Q5SUG2	0
ENSMUST00000181106	Q09XV5	1
ENSMUST00000196080	A2AIR7	0
ENSMUST00000101371	Q9QYC1-2	0
ENSMUST00000129067	P45481	1
ENSMUST00000235469	Q70FJ1-3	0
ENSMUST00000062249	Q01705	1
ENSMUST00000153106	Q01705	1
ENSMUST00000181913	P45481	1
ENSMUST00000216190	Q9ESE1-2	0
ENSMUST00000194867	Q69Z23-2	0
ENSMUST00000162615	Q01705	1
ENSMUST00000231240	Q9WTS5	0
ENSMUST00000190685	Q09XV5	1
ENSMUST00000192285	B2RWS6	1
ENSMUST00000140833	Q01705	1
ENSMUST00000138374	Q09XV5	1
ENSMUST00000192003	B2RWS6	1
ENSMUST00000131570	B2RWS6	1
ENSMUST00000181054	B2RWS6	1
ENSMUST00000151782	B2RWS6	1
ENSMUST00000190861	B2RWS6	1
ENSMUST00000192431	A0A286YDF5	0
ENSMUST00000134580	B2RWS6	1
ENSMUST00000207036	Q09XV5	1
ENSMUST00000231971	A0A1D5RLV7	0
ENSMUST00000192003	A0A0N4SVX9	0
ENSMUST00000193733	Q09XV5	1
ENSMUST00000186250	P42859	0
ENSMUST00000193173	Q99NH0	0
ENSMUST00000193192	Q69Z23-2	0
ENSMUST00000201793	B2RWS6	1
ENSMUST00000192379	Q0KL02-3	0
ENSMUST00000217654	F6XPZ0	0
ENSMUST00000202960	Q8BL99-5	0
ENSMUST00000181240	B2RWS6	1
ENSMUST00000224451	B2RWS6	1
ENSMUST00000225867	G3X973	0
ENSMUST00000195335	Q9JL19	0
ENSMUST00000192120	Q6V4S5	0
ENSMUST00000192367	E9Q1M6	0
ENSMUST00000181190	P45481	1
ENSMUST00000216749	A0A1Y7VKR5	0
ENSMUST00000200465	J3QNP0	0
ENSMUST00000207045	B2RWS6	1
ENSMUST00000181680	Q9JKK8	0
ENSMUST00000192924	A0A286YDF5	0
ENSMUST00000228677	Q61315	0
ENSMUST00000211070	P45481	1
ENSMUST00000162828	Q09XV5	1
ENSMUST00000235435	A2AF47	0
ENSMUST00000127936	B2RWS6	1
ENSMUST00000159138	B2RWS6	1
ENSMUST00000202482	B2RWS6	1
ENSMUST00000113886	Q09XV5	1
ENSMUST00000181277	B2RWS6	1
ENSMUST00000123882	B2RWS6	1
ENSMUST00000182077	Q80T79	0
ENSMUST00000207718	B2RWS6	1
ENSMUST00000233228	E9Q4F7	0
ENSMUST00000180981	P45481	1
ENSMUST00000180700	Q0KL02-3	0
ENSMUST00000237857	A2ADB0	0
ENSMUST00000181927	Q09XV5	1
ENSMUST00000147638	B2RWS6	1
ENSMUST00000182497	Q01705	1
ENSMUST00000180586	B2RWS6	1
ENSMUST00000199228	P11881	0
ENSMUST00000206001	B2RWS6	1
ENSMUST00000195611	B2RWS6	1
ENSMUST00000199995	Q09XV5	1
ENSMUST00000192571	A2AJK6	1
ENSMUST00000124643	B2RWS6	1
ENSMUST00000148729	P45481	1
ENSMUST00000181043	Q9WU42-2	0
ENSMUST00000189207	Q3UHL6	0
ENSMUST00000193939	B2RWS6	1
ENSMUST00000226372	Q5RIM6	0
ENSMUST00000194472	Q6DFZ2	0
ENSMUST00000190228	Q09XV5	1
ENSMUST00000204330	Q6DFZ2	0
ENSMUST00000233466	P11881	0
ENSMUST00000186885	B2RWS6	1
ENSMUST00000218808	Q8VBX6	0
ENSMUST00000168978	B2RWS6	1
ENSMUST00000212304	Q09XV5	0
ENSMUST00000181927	Q3TLH4	0
ENSMUST00000162828	B2RWS6	1
ENSMUST00000168347	Q09XV5	1
ENSMUST00000138288	Q09XV5	1
ENSMUST00000189867	B2RWS6	1
ENSMUST00000195820	B2RWS6	1
ENSMUST00000180411	P45481	1
ENSMUST00000238501	Q6GYP7-2	0
ENSMUST00000199042	Q99NH0	0
ENSMUST00000148064	B2RWS6	1
ENSMUST00000186230	B2RWS6	1
ENSMUST00000181877	B2RWS6	1
ENSMUST00000188354	Q01705	1
ENSMUST00000204151	Q62407-4	0
ENSMUST00000146902	Q3UHR0	0
ENSMUST00000100426	B2RWS6	1
ENSMUST00000195480	Q3UHR0	0
ENSMUST00000101162	B2RWS6	1
ENSMUST00000142044	Q09XV5	1
ENSMUST00000138374	B2RWS6	1
ENSMUST00000207224	Q5SS00	0
ENSMUST00000220000	Q8C6S9	0
ENSMUST00000127115	A2AJK6	1
ENSMUST00000181951	Q01705	1
ENSMUST00000181772	Q62504-3	0
ENSMUST00000227059	B1AWL2	0
ENSMUST00000193717	Q9ESE1-2	0
ENSMUST00000148504	C8YR32	0
ENSMUST00000197930	Q60841	0
ENSMUST00000143898	B2RWS6	1
ENSMUST00000178987	B2RWS6	1
ENSMUST00000205557	H7BWZ9	0
ENSMUST00000206043	A0A087WQT9	0
ENSMUST00000177363	A2AJK6	1
