RNA	protein	label
ENSMUST00000171408	Q9QX66	0
ENSMUST00000196955	P37238	1
ENSMUST00000144043	Q8VIG1-2	0
ENSMUST00000150185	Q00322	1
ENSMUST00000200602	P17679	1
ENSMUST00000134586	Q61169	1
ENSMUST00000196771	P51450	1
ENSMUST00000144039	Q08775	1
ENSMUST00000194892	P35583	1
ENSMUST00000122365	P49698	1
ENSMUST00000190864	Q925J9	1
ENSMUST00000198939	Q924A0	0
ENSMUST00000185425	Q8C7R7	1
ENSMUST00000129337	Q00322	1
ENSMUST00000177043	P23591	0
ENSMUST00000237225	Q8BPS4	0
ENSMUST00000069553	P42227	1
ENSMUST00000147951	F6VYE2	0
ENSMUST00000191003	A0A286YDZ2	0
ENSMUST00000184373	P17679	1
ENSMUST00000182788	Q9JJG0-2	0
ENSMUST00000199304	B5TVM2	0
ENSMUST00000213142	Q52L67	0
ENSMUST00000236054	Q8BZQ7	0
ENSMUST00000135244	P41183	1
ENSMUST00000209189	Q3UZA1-2	0
ENSMUST00000200092	A0A3Q4EGI6	0
ENSMUST00000191402	Q61122	0
ENSMUST00000191495	Q5SS80	0
ENSMUST00000133471	A0A0A6YXP1	0
ENSMUST00000210646	Q99MV5	0
ENSMUST00000139006	P11416	1
ENSMUST00000204082	Q61286	1
ENSMUST00000176061	P48755	1
ENSMUST00000202876	Q3TKT4	1
ENSMUST00000124182	P09450	1
ENSMUST00000234467	D3Z2R1	0
ENSMUST00000147445	P17433	1
ENSMUST00000201943	P37238	1
ENSMUST00000188632	A0A0R4J1V6	0
ENSMUST00000152342	Q8VDK3	1
ENSMUST00000144029	Q8K2W6	1
ENSMUST00000146314	P70284	1
ENSMUST00000215662	Q8K3X6	0
ENSMUST00000100826	Q00175	1
ENSMUST00000230242	Q8BPQ5	0
ENSMUST00000218103	B7ZNY8	0
ENSMUST00000186823	Q02248	1
ENSMUST00000150138	H7BX21	0
ENSMUST00000219998	A0A0N4SUY2	0
ENSMUST00000192407	Q80U70	1
ENSMUST00000218566	Q924X2	0
ENSMUST00000151207	E9Q0X4	0
ENSMUST00000200435	D3Z518	0
ENSMUST00000185046	A0A0R4J1H8	0
ENSMUST00000188786	F8VPM7	0
ENSMUST00000192037	G3UZX7	0
ENSMUST00000187884	D3Z524	0
ENSMUST00000156150	Q3TKT4	1
ENSMUST00000199851	Q61826	0
ENSMUST00000123231	Q8VH13	0
ENSMUST00000203069	Q61188	1
ENSMUST00000159874	P70314	1
ENSMUST00000196116	Q8K1N2	0
ENSMUST00000150145	Q60591	1
ENSMUST00000185366	P09450	1
ENSMUST00000145489	P49698	1
ENSMUST00000181114	V9GXL5	0
ENSMUST00000223171	Q8BJ83-2	0
ENSMUST00000186170	P59941	1
ENSMUST00000198070	Q64739-4	0
ENSMUST00000163834	Q91Y13	0
ENSMUST00000189204	Q91ZW3	1
ENSMUST00000208542	P17679	1
ENSMUST00000198574	Q6J1H4	1
ENSMUST00000202782	J9S2Z5	0
ENSMUST00000181008	P34056	1
ENSMUST00000200435	Q3V0H9	0
ENSMUST00000145170	Q91VL8	1
ENSMUST00000152074	Q9Z148	1
ENSMUST00000232154	Q9EP69	0
ENSMUST00000199608	H3BK74	0
ENSMUST00000143382	G3X961	0
ENSMUST00000204157	P81270	1
ENSMUST00000138361	Q07802	1
ENSMUST00000122978	Q01405	0
ENSMUST00000238714	A0A3B2WAY2	0
ENSMUST00000194262	A0A571BGB0	0
ENSMUST00000159260	F8WHM5	0
ENSMUST00000180495	A0A494BBD5	0
ENSMUST00000211793	Q8K441	0
ENSMUST00000101281	P55144-3	0
ENSMUST00000122969	Q61473	1
ENSMUST00000204478	Q6IR38	0
ENSMUST00000197559	Q8VD58	0
ENSMUST00000143302	P42232	1
ENSMUST00000226736	A0A571BEB1	0
ENSMUST00000155855	Q569Z5	1
ENSMUST00000066005	Q8CIV7	0
ENSMUST00000148017	P51448	1
ENSMUST00000186515	B2KF11	0
ENSMUST00000133963	P28033	1
ENSMUST00000183054	F6RL36	0
ENSMUST00000201325	Q8VDK3	1
ENSMUST00000145576	Q9QX66	0
ENSMUST00000123613	Q8BUN5	1
ENSMUST00000226138	P53994	0
ENSMUST00000129713	P26323	1
ENSMUST00000192791	B7ZNL3	0
ENSMUST00000124214	E9PUK3	0
ENSMUST00000216368	Q8C8K0	0
ENSMUST00000161925	P54103	1
ENSMUST00000150195	P28033	1
ENSMUST00000149428	P70284	1
ENSMUST00000154848	Q6J1H4	1
ENSMUST00000022049	G3UYY9	0
ENSMUST00000187908	O70546	1
ENSMUST00000186134	P19426	1
ENSMUST00000189036	Q3U3Q1-2	0
ENSMUST00000100641	O09100	1
ENSMUST00000208843	Q61501	1
ENSMUST00000163675	D6RCH8	0
ENSMUST00000159309	P09450	1
ENSMUST00000211267	Q8BZG5-2	0
ENSMUST00000143306	P55849	0
ENSMUST00000120364	A0A6Q6PLP7	0
ENSMUST00000125068	Q04207	1
ENSMUST00000172075	P15066	1
ENSMUST00000131403	E9Q3L4	0
ENSMUST00000218348	Q3TRM4-2	0
ENSMUST00000237662	A0A0A0MQD7	0
ENSMUST00000238215	A0A087WP87	0
ENSMUST00000198883	O54839	1
ENSMUST00000150385	Q00899	1
ENSMUST00000192017	Q02248	1
ENSMUST00000208637	Q8BYK6-3	0
ENSMUST00000191321	Q60793	1
ENSMUST00000201201	Q06831	1
ENSMUST00000209339	A0A1L1SRI2	0
ENSMUST00000183678	G3UYW3	0
ENSMUST00000239205	E9PXG5	0
ENSMUST00000218941	P48299	0
ENSMUST00000152862	Q3TXX4	0
ENSMUST00000139835	Q8C7R7	1
ENSMUST00000209922	A0A2R8W6H0	0
ENSMUST00000136315	Q9JHE7	0
ENSMUST00000132553	D6RIN6	0
ENSMUST00000236420	Q5RJH6-3	0
ENSMUST00000220157	A0A140T8J8	0
ENSMUST00000183124	P54728	1
ENSMUST00000150084	P35583	1
ENSMUST00000198939	J3QPK8	0
ENSMUST00000194488	Q91ZW3	1
ENSMUST00000189560	Q9D1B8	0
ENSMUST00000228658	F6RMZ4	0
ENSMUST00000197269	A0A1B0GSD2	0
ENSMUST00000153879	P06537	1
ENSMUST00000062438	Q8QZR4	0
ENSMUST00000235858	Q8VGP9	0
ENSMUST00000160544	Q61164	1
ENSMUST00000149065	Q9Z0Y9	1
ENSMUST00000196494	P50220	1
ENSMUST00000235840	Q9JJH7	0
ENSMUST00000205810	Q91Y44	1
ENSMUST00000181901	Q8JZQ5	0
ENSMUST00000191708	Q5XF90-4	0
ENSMUST00000181962	Q9QUR6	1
ENSMUST00000148357	Q8VGE6	0
ENSMUST00000160241	Q9QUR6	1
ENSMUST00000239202	Q8BK06	0
ENSMUST00000183507	Q8C2Q8	0
ENSMUST00000189331	B2RVI8	0
ENSMUST00000187343	Q8CIV7	1
ENSMUST00000191328	B2RXZ1	0
ENSMUST00000217543	B7ZNL3	0
ENSMUST00000126659	Q9D106	0
ENSMUST00000192479	D3Z4Z0	0
ENSMUST00000223748	Q9D9G7	0
ENSMUST00000150111	Q60674	1
ENSMUST00000239306	P30731-4	0
ENSMUST00000185794	Q64444	0
ENSMUST00000181781	P42230	1
ENSMUST00000137714	P19785	1
ENSMUST00000188647	F7D3W5	0
ENSMUST00000149830	Q9DAX2	0
ENSMUST00000130607	P17433	1
ENSMUST00000145178	P70314	1
ENSMUST00000056401	Q924Z6-3	0
ENSMUST00000224808	Q8CHT3	0
ENSMUST00000186712	Q8BZ17	0
ENSMUST00000140464	P42582	1
ENSMUST00000129337	Q62232	1
ENSMUST00000161939	Q08775	1
ENSMUST00000181101	P61979	1
ENSMUST00000227064	Q9CS72	0
ENSMUST00000195097	A0A0N4SUP2	0
ENSMUST00000125173	P27577	1
ENSMUST00000156926	P25799	1
ENSMUST00000186515	Q02248	1
ENSMUST00000187503	Q5SXA9	0
ENSMUST00000206239	P50540	1
ENSMUST00000184100	Q9Z148	1
ENSMUST00000191396	E9PYD7	0
ENSMUST00000148057	P50540	1
ENSMUST00000143191	Q02248	1
ENSMUST00000189966	Q80TQ2-3	0
ENSMUST00000180428	Q99JB6	1
ENSMUST00000123363	Q925I7-3	0
ENSMUST00000187716	Q02248	1
ENSMUST00000224802	Q14B24	0
ENSMUST00000156827	Q61188	1
ENSMUST00000069051	D3YUD8	0
ENSMUST00000222762	P57791	0
ENSMUST00000236968	Q8K2V6	0
ENSMUST00000181385	P49698	1
ENSMUST00000138402	P97503	1
ENSMUST00000208673	Q6P1E8	0
ENSMUST00000138702	O09100	1
ENSMUST00000144896	Q02067	1
ENSMUST00000189421	D3Z365	0
ENSMUST00000208325	A0A0R4J072	0
ENSMUST00000231957	Q99J21	0
ENSMUST00000132759	P70255	1
ENSMUST00000140978	Q62383	1
ENSMUST00000224990	Q8BFU3	0
ENSMUST00000126025	P41183	1
ENSMUST00000144796	P46684	1
ENSMUST00000126849	Q9JM73	1
ENSMUST00000181286	Q9Z0Y9	1
ENSMUST00000226101	Q3U214	0
ENSMUST00000220374	A0A3B2W4H6	0
ENSMUST00000203099	A0A1L1SS60	0
ENSMUST00000183124	G3UYH0	0
ENSMUST00000127284	Q8C4L8	0
ENSMUST00000172588	P22605	1
ENSMUST00000192741	P29037	1
ENSMUST00000219242	A2AMY5	0
ENSMUST00000202533	D3YY33	0
ENSMUST00000146314	Q62318	1
ENSMUST00000238758	A0A0R4J0C2	0
ENSMUST00000184724	Q08775	1
ENSMUST00000146954	P12979	1
ENSMUST00000159562	Q8C8Z9	0
ENSMUST00000161509	Q8K3A6	0
ENSMUST00000155684	Q925P2	0
ENSMUST00000196103	Q99M80-3	0
ENSMUST00000199099	E9QJU8	0
ENSMUST00000218201	A0A1W2P7P6	0
ENSMUST00000169417	Q9CQ28	0
ENSMUST00000189293	P63321	0
ENSMUST00000192843	A0A1L1SQ23	0
ENSMUST00000142310	H3BL44	0
ENSMUST00000122854	Q8VH20	0
ENSMUST00000185564	P50540	1
ENSMUST00000177492	Q8C7R7	1
ENSMUST00000187828	A0A0J9YV44	0
ENSMUST00000140569	A0A0R4J212	0
ENSMUST00000137738	Q9D5V1	0
ENSMUST00000160564	O35185	1
ENSMUST00000219854	Q80UG8	0
ENSMUST00000212762	Q8CBY1-2	0
ENSMUST00000227105	A0A1B0GRJ2	0
ENSMUST00000193865	P54751	0
ENSMUST00000205110	P37238	1
ENSMUST00000156362	Q69Z69	0
ENSMUST00000137176	Q80UN9	0
ENSMUST00000194339	Q91ZW3	1
ENSMUST00000194954	P97379-2	0
ENSMUST00000172872	Q6PD21-2	0
ENSMUST00000231411	F8WGB2	0
ENSMUST00000139677	Q61292	0
ENSMUST00000236083	Q8R4F1-3	0
ENSMUST00000098658	Q9JM73	1
ENSMUST00000187511	V9GXB6	0
ENSMUST00000208375	P34056	1
ENSMUST00000152862	Q3U2K5	0
ENSMUST00000145950	P42230	1
ENSMUST00000208263	Q01147	1
ENSMUST00000179945	Q8C1B2	0
ENSMUST00000176387	E9QMZ0	0
ENSMUST00000141786	A0A2K6EDM5	0
ENSMUST00000190184	Q8R2F2-2	0
ENSMUST00000130392	Q8R259	0
ENSMUST00000236808	K7N6Y3	0
ENSMUST00000200755	P09450	1
ENSMUST00000236249	A2AV96	0
ENSMUST00000235073	A0A1Y7VJY8	0
ENSMUST00000211605	B2RXC1	0
ENSMUST00000207060	O08644-2	0
ENSMUST00000176473	Q6P1E1	1
ENSMUST00000196002	E9Q613	0
ENSMUST00000194406	P48755	1
ENSMUST00000194892	Q02248	1
ENSMUST00000126556	Q62232	1
ENSMUST00000208067	A0A571BEM4	0
ENSMUST00000187878	Q62056	0
ENSMUST00000221614	A7MCT6-2	0
ENSMUST00000199177	P53566	1
ENSMUST00000156511	P06537	1
ENSMUST00000064809	Q9CQJ4	1
ENSMUST00000193993	Q04207	1
ENSMUST00000137154	P49698	1
ENSMUST00000192540	Q64487-3	0
ENSMUST00000138492	P70284	1
ENSMUST00000150079	P22893	1
ENSMUST00000225073	Q9Z0H4-5	0
ENSMUST00000143705	Q6PDM2	1
ENSMUST00000181432	P41183	1
ENSMUST00000200331	Q5NCY0	1
ENSMUST00000235233	B2RSH2	0
ENSMUST00000155504	Q9Z148	1
ENSMUST00000181385	P37238	1
ENSMUST00000138108	Q3TVW5-2	0
ENSMUST00000161826	P17679	1
ENSMUST00000186240	Q60954	1
ENSMUST00000136400	Q6NZF1	1
ENSMUST00000207269	P37238	1
ENSMUST00000239205	Q8CFU0	0
ENSMUST00000098658	Q9CU62	1
ENSMUST00000186532	F6Q4Y5	0
ENSMUST00000186765	O54839	1
ENSMUST00000223139	Q01405	0
ENSMUST00000185132	Q8BG98	0
ENSMUST00000225462	P70180	0
ENSMUST00000163873	Q8K4J2-4	0
ENSMUST00000213920	Q8VFE4	0
ENSMUST00000050571	Q8R3C1-4	0
ENSMUST00000187409	P11416	1
ENSMUST00000186048	Q8VE09	0
ENSMUST00000203364	Q9JM73	1
ENSMUST00000131021	Q8BH65-2	0
ENSMUST00000194950	O35298	0
ENSMUST00000199123	Q01147	1
ENSMUST00000203799	P37242	1
ENSMUST00000150239	Q04863	1
ENSMUST00000221791	Q8VDL4	0
ENSMUST00000200755	Q61092	0
ENSMUST00000194760	F6VMI1	0
ENSMUST00000139397	P41183	1
ENSMUST00000222326	Q8BH79	0
ENSMUST00000204425	Q3URI3	0
ENSMUST00000148685	Q3TXX4	0
ENSMUST00000156150	P42230	1
ENSMUST00000185878	Q5RJH6-3	0
ENSMUST00000176779	Q07802	1
ENSMUST00000152250	O70546	1
ENSMUST00000221779	Q64487-5	0
ENSMUST00000137397	Q9D4E6	0
ENSMUST00000220894	Q61009-2	0
ENSMUST00000177262	P26687	1
ENSMUST00000192813	Q8QZR4	0
ENSMUST00000196947	O88879	0
ENSMUST00000161529	P22091	1
ENSMUST00000177893	P70436	0
ENSMUST00000127409	Q3U1J0	0
ENSMUST00000180428	A0A668KL73	0
ENSMUST00000150185	Q8BPQ5	0
ENSMUST00000181189	P51960	1
ENSMUST00000160490	Q91XA8	0
ENSMUST00000188935	P42230	1
ENSMUST00000201312	Q6NZA9	1
ENSMUST00000196228	P70662	1
ENSMUST00000143569	Q9EQB9	0
ENSMUST00000209120	P52633	1
ENSMUST00000207954	B1AVA4	0
ENSMUST00000173312	P50540	1
ENSMUST00000202212	Q499E4	0
ENSMUST00000177629	Q6P3A2	0
ENSMUST00000196681	A0A2R8VK76	0
ENSMUST00000201510	Q99ME7	1
ENSMUST00000212762	E9Q4M2	0
ENSMUST00000134275	P42128	1
ENSMUST00000234792	F7AB82	0
ENSMUST00000209194	E9QLZ1	0
ENSMUST00000198296	P06876	1
ENSMUST00000174630	Q61501	1
ENSMUST00000195351	Q3T9M1	0
ENSMUST00000177591	A0A1B0GT56	0
ENSMUST00000220554	Q6PGL7	0
ENSMUST00000185046	G3UZM9	0
ENSMUST00000199065	Q62318	1
ENSMUST00000204101	Q6PDQ2	1
ENSMUST00000216695	Q8BGF3	0
ENSMUST00000151967	A2APF3	1
ENSMUST00000220526	Q8VGK8	0
ENSMUST00000189778	F6ZMV2	0
ENSMUST00000145894	O70477	1
ENSMUST00000126225	E9QAQ3	0
ENSMUST00000197762	A2APF3	1
ENSMUST00000135630	Q8K2W6	1
ENSMUST00000199072	Q8BUN5	1
ENSMUST00000155334	Q80TI0-3	0
ENSMUST00000193799	Q3UD82	0
ENSMUST00000143525	P35582	1
ENSMUST00000194792	Q61550	1
ENSMUST00000162741	Q9DC11	0
ENSMUST00000051089	P28700	1
ENSMUST00000197311	P10085	1
ENSMUST00000237123	P56542	0
ENSMUST00000160938	Q04207	1
ENSMUST00000140709	E9QAT6	0
ENSMUST00000239193	O35949	0
ENSMUST00000128846	Q8BPU7	0
ENSMUST00000237179	Q8R3D1	0
ENSMUST00000127337	P53566	1
ENSMUST00000197740	B7ZC27	0
ENSMUST00000181637	P70284	1
ENSMUST00000189899	P42230	1
ENSMUST00000192373	Q5RM08	0
ENSMUST00000197305	Q08775	0
ENSMUST00000231346	D3YUE3	0
ENSMUST00000166070	Q64436	0
ENSMUST00000172480	Q62318	1
ENSMUST00000206075	Q8R4Y8-3	0
ENSMUST00000178699	Q04863	1
ENSMUST00000204298	Q62318	1
ENSMUST00000211079	H3BLB6	0
ENSMUST00000136992	Q8K015	0
ENSMUST00000126711	B9EHV0	0
ENSMUST00000186876	P56198	0
ENSMUST00000199198	P70662	1
ENSMUST00000142310	Q00175	1
ENSMUST00000131864	Q60793	1
ENSMUST00000226032	Q9D9V7	0
ENSMUST00000199885	P54754	0
ENSMUST00000203231	Q6J1H4	1
ENSMUST00000148017	Q04863	1
ENSMUST00000205221	Q64449	0
ENSMUST00000131324	Q62059-3	0
ENSMUST00000220520	A0A571BGB0	0
ENSMUST00000151091	Q9Z2D8	1
ENSMUST00000124108	Q921N8	1
ENSMUST00000198758	Q61464-7	0
ENSMUST00000231858	E9QLZ1	0
ENSMUST00000127108	Q6PDQ2	1
ENSMUST00000155766	Q8CI33	0
ENSMUST00000149574	Q9CU62	1
ENSMUST00000211528	Q9DBR4-3	0
ENSMUST00000124850	P15806	1
ENSMUST00000129097	P70662	1
ENSMUST00000220158	E9QAM4	0
ENSMUST00000124620	P01108	1
ENSMUST00000181400	Q9Z148	1
ENSMUST00000208353	Q3UQZ5	0
ENSMUST00000197937	A0A0G2JE75	0
ENSMUST00000213573	A0A5H1ZRM5	0
ENSMUST00000237981	A0A494BBD5	0
ENSMUST00000150382	A0A1L1SQS6	0
ENSMUST00000022049	Q60611	1
ENSMUST00000182986	P50295	0
ENSMUST00000189251	E9QAG7	0
ENSMUST00000188185	A0A0A6YWT6	0
ENSMUST00000146016	A0A0A6YW30	0
ENSMUST00000207829	F6XLQ6	0
ENSMUST00000199409	P97436	1
ENSMUST00000148017	P52633	1
ENSMUST00000187511	P11416	1
ENSMUST00000150345	Q497L7	0
ENSMUST00000198737	Q60644	1
ENSMUST00000187133	Q91XY2	0
ENSMUST00000189857	P01108	1
ENSMUST00000114080	Q99LG2	0
ENSMUST00000141538	Q07802	1
ENSMUST00000148743	Q8BP71	1
ENSMUST00000190720	Q9CXE0	1
ENSMUST00000220806	A2A841	0
ENSMUST00000142429	P01108	1
ENSMUST00000230209	Q80Z08	0
ENSMUST00000125956	A0A2Y9CZI3	0
ENSMUST00000162027	P23798	0
ENSMUST00000143391	O35242	0
ENSMUST00000199122	D6RHL3	0
ENSMUST00000192574	P12979	1
ENSMUST00000162837	P52480	1
ENSMUST00000209009	Q69Z69	0
ENSMUST00000140736	Q99MA9	1
ENSMUST00000153344	Q08874-3	0
ENSMUST00000196630	Q60674	1
ENSMUST00000199962	P48432	1
ENSMUST00000200324	A0A0R4J257	0
ENSMUST00000181348	Q00322	1
ENSMUST00000173157	B1AXJ4	0
ENSMUST00000134679	Q9D5K4-3	0
ENSMUST00000159738	Q3TKT4	1
ENSMUST00000133819	P01108	1
ENSMUST00000203539	P35583	1
ENSMUST00000129207	Q9WVL4	0
ENSMUST00000185689	P11416	1
ENSMUST00000180831	Q02067	1
ENSMUST00000196193	A0A494B9E2	0
ENSMUST00000204246	P35377-6	0
ENSMUST00000129365	Q80U70	1
ENSMUST00000192605	Q8K5C0	1
ENSMUST00000054653	Q7TSG1	0
ENSMUST00000138844	P19091	1
ENSMUST00000131581	O09100	1
ENSMUST00000183611	B1AZP2	0
ENSMUST00000234854	Q8VGT9	0
ENSMUST00000238679	Q91WL8	0
ENSMUST00000222888	F6V9M5	0
ENSMUST00000202985	Q99N80	0
ENSMUST00000133341	P19426	1
ENSMUST00000210371	Q9JM63	0
ENSMUST00000209837	Q63953	0
ENSMUST00000117191	P22605	1
ENSMUST00000200314	Q80U70	1
ENSMUST00000225122	Q59IW6	0
ENSMUST00000202512	Q7M6U3	0
ENSMUST00000216193	P20490	0
ENSMUST00000193191	P08775	1
ENSMUST00000143765	Q02067	1
ENSMUST00000187349	P97474	1
ENSMUST00000134305	Q02067	1
ENSMUST00000125401	Q60936-2	0
ENSMUST00000189074	P28700	1
ENSMUST00000153461	Q8K0H5	0
ENSMUST00000207245	P20293	1
ENSMUST00000181773	Q8VIG1	1
ENSMUST00000170026	P11416	1
ENSMUST00000174338	G3X9Q3	0
ENSMUST00000224786	Q61286	1
ENSMUST00000153361	Q60604	0
ENSMUST00000181778	P22091	1
ENSMUST00000236338	D3YYD2	0
ENSMUST00000187851	Q8K4Z3	0
ENSMUST00000198737	Q5NCY0	1
ENSMUST00000206886	P12979	1
ENSMUST00000200324	Q8VFV2	0
ENSMUST00000142107	P23906	1
ENSMUST00000131630	Q62232	1
ENSMUST00000195709	P26687	1
ENSMUST00000201477	Q6NZA9	1
ENSMUST00000171747	Q921F2	1
ENSMUST00000187265	Q3UV55	1
ENSMUST00000172591	P70326	1
ENSMUST00000219552	G5E851	0
ENSMUST00000206022	Q96DY5	0
ENSMUST00000101121	P17679	1
ENSMUST00000143593	E9PZJ8-2	0
ENSMUST00000132069	P16951	1
ENSMUST00000228225	F6Q7H5	0
ENSMUST00000186612	P43241	1
ENSMUST00000122365	P42582	1
ENSMUST00000141710	Q61473	1
ENSMUST00000153352	P54728	1
ENSMUST00000134206	P62915	1
ENSMUST00000155475	P15806	1
ENSMUST00000191740	Q66JV4	0
ENSMUST00000160105	Q04887	1
ENSMUST00000142511	P29037	1
ENSMUST00000147187	P70255	1
ENSMUST00000147717	P42230	1
ENSMUST00000174550	A2RT67	0
ENSMUST00000123212	Q3TKT4	1
ENSMUST00000202066	Q8BIF2-4	0
ENSMUST00000196313	Q8BUN5	1
ENSMUST00000198237	O70305-3	0
ENSMUST00000198723	Q9JIB4	0
ENSMUST00000187710	O08750	1
ENSMUST00000148466	A0A3B2W4A7	0
ENSMUST00000201213	Q60954	1
ENSMUST00000138275	Q64287	1
ENSMUST00000181697	Q66X03	0
ENSMUST00000218818	A2BEI8	0
ENSMUST00000207250	P47867	0
ENSMUST00000190910	P35583	1
ENSMUST00000232323	A0A7N9VSI9	0
ENSMUST00000193447	O08750	1
ENSMUST00000227822	P70186	0
ENSMUST00000153865	Q9EP53-2	0
ENSMUST00000181883	D3YTX1	0
ENSMUST00000132007	P51450	1
ENSMUST00000202276	P51960	1
ENSMUST00000210658	Q8JZP9-2	0
ENSMUST00000143967	Q9JHE7	0
ENSMUST00000126659	E9Q572	0
ENSMUST00000188435	Q64318	0
ENSMUST00000162890	Q9D819	0
ENSMUST00000123544	A2APF3	1
ENSMUST00000223481	O54949	0
ENSMUST00000217709	Q9JKJ9	0
ENSMUST00000134236	Q8CIR4	0
ENSMUST00000184373	P43241	1
ENSMUST00000180701	P15037	1
ENSMUST00000162239	Q8VFH0	0
ENSMUST00000193125	E9PVJ3	0
ENSMUST00000228660	Q6PDM2	0
ENSMUST00000213811	Q61037-2	0
ENSMUST00000221224	O35841	0
ENSMUST00000149576	Q9Z148	1
ENSMUST00000202778	Q62148	0
ENSMUST00000189321	Q8BXK9	0
ENSMUST00000230877	E9QPS1	0
ENSMUST00000204767	Q7TRX9	0
ENSMUST00000189974	Q9D8V0-3	0
ENSMUST00000148019	P28033	1
ENSMUST00000155184	Q5SZ87	0
ENSMUST00000192421	P25799	1
ENSMUST00000183678	A0A8I4YXJ8	0
ENSMUST00000183993	A0A668KLT2	0
ENSMUST00000177127	E0CYR6	0
ENSMUST00000235573	Q6P2K6	0
ENSMUST00000208595	P53566	1
ENSMUST00000212266	Q6NSQ9	0
ENSMUST00000134633	Q60980	1
ENSMUST00000196532	P51960	1
ENSMUST00000192139	Q60954	1
ENSMUST00000180403	P62812	0
ENSMUST00000206736	Q08775	1
ENSMUST00000210768	D6RDC2	0
ENSMUST00000149231	Q9Z0P7-2	0
ENSMUST00000193054	Q60591	1
ENSMUST00000204157	P50220	1
ENSMUST00000094214	A0A0U1RNW8	0
ENSMUST00000203620	P61793	0
ENSMUST00000210981	P09023	0
ENSMUST00000181516	A0A1L1SSV8	0
ENSMUST00000155211	P46684	1
ENSMUST00000131029	O70167	0
ENSMUST00000136632	P02716	0
ENSMUST00000196503	O35185	1
ENSMUST00000185396	P12804	0
ENSMUST00000212881	L7N2C6	0
ENSMUST00000207562	A0A0N4SW97	0
ENSMUST00000210822	Q02067	1
ENSMUST00000212231	P68254-2	0
ENSMUST00000185132	Q5DU56	0
ENSMUST00000216483	Q9D8P7	0
ENSMUST00000234764	Q9D8P7	0
ENSMUST00000203358	A0A0R4J1H8	0
ENSMUST00000170929	Q61169	1
ENSMUST00000194336	E9Q7T0	0
ENSMUST00000219646	Q8C0M0-2	0
ENSMUST00000211520	P09450	1
ENSMUST00000170214	P97436	1
ENSMUST00000144990	P26323	1
ENSMUST00000211577	Q504M8	0
ENSMUST00000211176	Q6NVD6	0
ENSMUST00000198012	Q497J8	0
ENSMUST00000201914	E9Q743	0
ENSMUST00000135138	Q9R1E0	1
ENSMUST00000148122	Q91ZW3	1
ENSMUST00000221224	Q8CAI1	0
ENSMUST00000206672	Q8BGQ4-3	0
ENSMUST00000210204	P54728	1
ENSMUST00000198864	K7N6G4	0
ENSMUST00000198962	Q91Y44	1
ENSMUST00000226570	E9Q8B5	0
ENSMUST00000160001	H3BK43	0
ENSMUST00000190257	E9Q840	0
ENSMUST00000226266	Q02780-3	0
ENSMUST00000160105	Q8VIG1	1
ENSMUST00000186170	P54728	1
ENSMUST00000197305	P51960	1
ENSMUST00000186533	Q02248	1
ENSMUST00000180770	P51448	1
ENSMUST00000230699	Q8R056	0
ENSMUST00000174285	Q8C0W1	0
ENSMUST00000155550	P41778	1
ENSMUST00000160738	Q7TR57	0
ENSMUST00000177893	P50992	0
ENSMUST00000124198	Q8BP71	1
ENSMUST00000193310	Q3TKT4	1
ENSMUST00000160540	P25916	1
ENSMUST00000142492	P22605	1
ENSMUST00000227472	B2RQ06	0
ENSMUST00000215443	G3UZN4	0
ENSMUST00000150671	Q9DCL8	0
ENSMUST00000219025	E9Q3I5	0
ENSMUST00000205699	Q9CQJ4	1
ENSMUST00000067618	Q8R326	1
ENSMUST00000198640	P70662	1
ENSMUST00000188118	G5E851	0
ENSMUST00000135682	Q9D3E6	1
ENSMUST00000135990	P41778	1
ENSMUST00000172128	P22605	1
ENSMUST00000228755	E9QNQ4	0
ENSMUST00000151703	Q62383	1
ENSMUST00000138574	P06537	1
ENSMUST00000183438	Q60611	1
ENSMUST00000200494	Q6ZPV2	1
ENSMUST00000131516	A0A571BDB6	0
ENSMUST00000224746	K7N5X2	0
ENSMUST00000198380	P37238	1
ENSMUST00000188271	Q61191	1
ENSMUST00000185564	Q3TKT4	1
ENSMUST00000237906	Q9R1C8	0
ENSMUST00000217769	F7BI35	0
ENSMUST00000153429	Q61473	1
ENSMUST00000145773	Q925B0-2	0
ENSMUST00000146094	Q91ZW3	1
ENSMUST00000174039	E9PZY8	0
ENSMUST00000188753	P40645	1
ENSMUST00000208237	Q9R1E0	1
ENSMUST00000043553	Q60771	0
ENSMUST00000168243	P22605	1
ENSMUST00000137275	Q8BZM0	0
ENSMUST00000238494	E9PX46	0
ENSMUST00000234275	A0A286YD65	0
ENSMUST00000208075	P42227	1
ENSMUST00000133534	P62915	1
ENSMUST00000210787	Q6P8H8	0
ENSMUST00000163715	Q6J1H4	1
ENSMUST00000198349	F7AT44	0
ENSMUST00000144487	Q8C310-3	0
ENSMUST00000123544	Q61473	1
ENSMUST00000142751	E9QJV4	0
ENSMUST00000146060	Q6J1H4	1
ENSMUST00000169146	P54103	1
ENSMUST00000207409	A0A0R4J006	0
ENSMUST00000180698	P70186	0
ENSMUST00000134236	Q8C176	0
ENSMUST00000156576	Q8K5C0	1
ENSMUST00000205212	P15066	1
ENSMUST00000142642	Q99JB6	1
ENSMUST00000146134	P28700	1
ENSMUST00000174738	Q9D3R9	1
ENSMUST00000190881	Q61164	1
